day,last_trade_day,total_volume,wallet_address,discordUsername,tier_id,SUM(amount)
2025-03-04,1750289251,49900431.85462684,0x417811c538f71b5d8405d94a70e9f5bc0429e8b4,zrndm,3,119969.69247519999
2024-12-14,1750289251,49900431.85462684,0x417811c538f71b5d8405d94a70e9f5bc0429e8b4,zrndm,3,9772.751419
2025-05-16,1750289251,49900431.85462684,0x417811c538f71b5d8405d94a70e9f5bc0429e8b4,zrndm,3,449346.5243899999
2025-01-08,1750289251,49900431.85462684,0x417811c538f71b5d8405d94a70e9f5bc0429e8b4,zrndm,3,56644.694310000006
2025-04-27,1750289251,49900431.85462684,0x417811c538f71b5d8405d94a70e9f5bc0429e8b4,zrndm,3,239046.7999999999
2025-05-02,1750289251,49900431.85462684,0x417811c538f71b5d8405d94a70e9f5bc0429e8b4,zrndm,3,220753.63595
2025-04-22,1750289251,49900431.85462684,0x417811c538f71b5d8405d94a70e9f5bc0429e8b4,zrndm,3,851657.0684700002
2025-02-28,1750289251,49900431.85462684,0x417811c538f71b5d8405d94a70e9f5bc0429e8b4,zrndm,3,176763.87699999998
2024-12-15,1750289251,49900431.85462684,0x417811c538f71b5d8405d94a70e9f5bc0429e8b4,zrndm,3,51461.574467
2024-12-13,1750289251,49900431.85462684,0x417811c538f71b5d8405d94a70e9f5bc0429e8b4,zrndm,3,76497.373246
2025-05-31,1750289251,49900431.85462684,0x417811c538f71b5d8405d94a70e9f5bc0429e8b4,zrndm,3,589985.2090200001
2025-04-13,1750289251,49900431.85462684,0x417811c538f71b5d8405d94a70e9f5bc0429e8b4,zrndm,3,67647.17048
2025-01-17,1750289251,49900431.85462684,0x417811c538f71b5d8405d94a70e9f5bc0429e8b4,zrndm,3,247.98362999999998
2025-04-03,1750289251,49900431.85462684,0x417811c538f71b5d8405d94a70e9f5bc0429e8b4,zrndm,3,27047.765480000002
2024-12-07,1750289251,49900431.85462684,0x417811c538f71b5d8405d94a70e9f5bc0429e8b4,zrndm,3,29003.291231000007
2025-01-25,1750289251,49900431.85462684,0x417811c538f71b5d8405d94a70e9f5bc0429e8b4,zrndm,3,27082.442909999998
2025-03-21,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,24633.952966
2025-04-28,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,396245.7141390998
2024-12-11,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,957904.4297253999
2024-12-30,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,210016.69668254995
2025-06-17,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,96903.87853488
2025-04-15,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,112106.7732006
2024-12-25,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,137139.52089241
2025-01-10,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,116801.13102169998
2025-04-17,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,125486.8857727
2025-04-24,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,76660.8618413
2025-04-25,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,25230.521730600005
2024-12-10,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,2540936.523345799
2025-04-06,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,2359.7361036999996
2025-06-06,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,426349.7618021999
2025-01-12,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,200169.66721749006
2025-02-07,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,17887.826462799996
2024-12-04,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,159223.8791539
2025-03-14,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,479626.2231124
2025-01-11,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,495561.4669135999
2025-06-19,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,67743.14210099999
2025-02-02,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,209304.28601039998
2025-05-26,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,3888.3409619999998
2025-04-30,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,30349.494220200002
2025-02-06,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,36383.98715000001
2024-12-15,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,397777.15231100004
2025-05-19,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,226074.8682696
2025-05-16,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,240350.17304091
2025-03-17,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,108576.25385790001
2025-04-23,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,25171.792032499998
2025-04-07,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,2884.0154039999998
2025-02-24,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,15852.6617034
2025-01-09,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,399189.5717745701
2025-03-09,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,202008.90764570003
2025-01-24,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,182889.75633
2025-05-06,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,71676.55716750001
2025-05-27,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,20844.034193
2025-03-15,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,308101.547025
2024-12-26,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,280140.70247899997
2025-05-14,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,125670.98817346
2025-01-07,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,206361.72602039992
2025-03-07,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,26535.655156200006
2025-03-28,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,5097.1432812
2024-12-20,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,321105.4866313
2025-05-05,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,125454.16441640002
2024-12-19,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,2358700.9356045
2025-04-21,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,29884.274456
2025-05-03,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,20037.131938
2024-12-16,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,1499048.3499967996
2025-01-25,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,44018.686287
2024-12-01,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,197875.18977919995
2025-01-17,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,1576738.5326248994
2025-04-14,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,51657.15308840001
2024-12-31,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,32469.984529399997
2025-03-08,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,23005.034693
2025-03-25,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,55661.550834
2025-05-30,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,777037.5639052902
2025-04-13,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,7456.8906019999995
2025-01-05,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,155666.04762874
2025-02-25,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,181690.21685799997
2025-05-02,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,8030.193057799999
2025-05-09,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,146651.9450754
2025-05-07,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,142446.5003966
2024-12-12,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,17154.9536394
2025-06-11,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,451326.49680931
2025-05-01,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,7495.5360066
2025-06-15,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,85644.3427289
2025-04-10,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,46533.669953499986
2024-12-08,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,2731.1588159999997
2025-03-11,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,22522.0244772
2025-05-31,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,513580.5344411799
2025-02-01,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,335066.8424103001
2025-05-24,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,25558.65692965
2025-01-23,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,78167.32249
2025-01-08,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,412544.5818325298
2025-06-12,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,495127.8568951604
2025-03-20,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,198630.02216179992
2025-04-27,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,114462.69101700002
2025-04-26,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,35182.9250417
2025-03-03,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,1860.1149599999999
2024-12-18,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,3536305.3929266995
2025-01-31,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,465136.8422315001
2025-01-18,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,1455520.4561576005
2024-12-28,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,129940.12646050999
2025-06-10,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,196936.36819504996
2025-06-16,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,127061.22280705998
2025-01-22,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,183322.50767140003
2024-12-07,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,244.60112
2025-02-28,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,3991.490135
2025-06-02,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,203084.93850956997
2025-04-22,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,64508.47363559999
2025-01-04,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,95798.11523666
2025-01-02,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,67434.2052557
2025-03-04,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,6094.22426
2025-06-04,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,278527.6993658598
2025-05-22,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,96984.95285799999
2025-06-05,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,510897.4229934703
2025-03-31,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,5.6586528000000005
2025-01-19,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,615288.5534903
2025-05-12,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,356433.98107041005
2025-05-28,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,168772.99867119998
2025-01-15,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,2254910.512425901
2025-03-18,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,127171.19643300003
2025-03-13,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,252836.2260521
2025-03-27,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,2565.1249620000003
2025-05-10,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,103918.3547075
2025-06-13,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,242682.19631099
2024-12-06,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,2037.5831099999998
2025-05-17,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,341114.03443746
2024-12-22,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,566357.92725804
2025-06-01,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,269006.29408554995
2025-01-30,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,107126.14593999999
2025-03-19,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,122982.95168220002
2025-02-03,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,98555.2263922
2024-12-14,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,56457.69746999999
2025-03-29,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,118.8681581
2025-05-29,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,236732.99023229003
2025-05-04,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,170130.67622719993
2025-05-20,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,76122.27252233998
2025-04-03,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,0.593785
2025-04-29,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,4699.799819
2025-01-29,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,63434.38922199999
2025-01-16,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,1339857.5718415994
2025-01-27,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,98626.9601484
2024-12-27,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,282144.82530529995
2025-06-14,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,138364.57762572003
2025-03-24,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,43357.8676991
2025-01-21,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,233581.76654500002
2025-06-07,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,172658.93703991998
2024-12-03,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,342794.39448770013
2024-12-02,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,380967.2206026001
2025-01-01,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,47987.779234
2025-06-09,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,176274.30399412
2025-04-18,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,58027.78128800001
2025-05-23,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,135458.24137227997
2025-02-26,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,124105.99032559998
2024-12-21,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,236720.937366
2025-05-11,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,136957.870637
2025-04-20,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,206924.20408039988
2025-01-28,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,179621.96332299995
2025-01-06,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,152321.82590441004
2024-12-05,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,168599.10141119998
2025-01-13,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,498829.8234129002
2025-03-10,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,54718.20154940003
2025-06-08,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,165392.21493445
2025-05-13,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,16594.39273784
2025-05-08,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,146857.50586913002
2025-02-27,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,16806.6065822
2025-05-25,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,35733.140269779986
2025-03-12,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,69480.47335379999
2025-01-26,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,139708.14771700004
2024-12-09,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,718699.1122060001
2024-12-17,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,3188279.9597128006
2025-06-03,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,785619.7563784701
2025-05-21,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,229595.73566399998
2024-12-24,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,523864.8269379499
2025-04-02,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,2.6823192000000002
2024-12-23,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,585029.5009548003
2025-06-18,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,123008.87487399997
2025-03-26,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,29766.796747999997
2025-04-19,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,22140.412980399993
2025-03-16,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,272802.1468007001
2025-05-15,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,532985.84765867
2025-01-20,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,926773.08536305
2025-01-14,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,611852.0867426201
2025-01-03,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,160411.4781676
2024-12-29,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,73642.44538409001
2025-05-18,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,164457.57847530997
2025-04-16,1750299327,48857309.874085814,0xf626e9a2fddbf55b0b1a87c56128a7ba6723a85a,frozenreggy12,2,55307.857181900006
2025-05-31,1750284849,22845720.843220606,0x7738874ed14baea6971bc955103e63f4661ca331,gabrielhideo,3,27977.315784
2025-06-18,1750284849,22845720.843220606,0x7738874ed14baea6971bc955103e63f4661ca331,gabrielhideo,3,689935.0
2025-04-21,1750284849,22845720.843220606,0x7738874ed14baea6971bc955103e63f4661ca331,gabrielhideo,3,11113.3349364
2025-05-09,1750284849,22845720.843220606,0x7738874ed14baea6971bc955103e63f4661ca331,gabrielhideo,3,8693.2551112
2025-05-11,1750284849,22845720.843220606,0x7738874ed14baea6971bc955103e63f4661ca331,gabrielhideo,3,2344.4679720000004
2025-06-01,1750284849,22845720.843220606,0x7738874ed14baea6971bc955103e63f4661ca331,gabrielhideo,3,138146.71013000002
2025-05-22,1750284849,22845720.843220606,0x7738874ed14baea6971bc955103e63f4661ca331,gabrielhideo,3,8432.3672991
2025-05-08,1750284849,22845720.843220606,0x7738874ed14baea6971bc955103e63f4661ca331,gabrielhideo,3,602.967492
2025-06-12,1750284849,22845720.843220606,0x7738874ed14baea6971bc955103e63f4661ca331,gabrielhideo,3,324265.6
2025-06-05,1750284849,22845720.843220606,0x7738874ed14baea6971bc955103e63f4661ca331,gabrielhideo,3,3013860.5345280003
2025-06-04,1750284849,22845720.843220606,0x7738874ed14baea6971bc955103e63f4661ca331,gabrielhideo,3,340180.0659592
2025-05-21,1750284849,22845720.843220606,0x7738874ed14baea6971bc955103e63f4661ca331,gabrielhideo,3,6043.9131711
2025-04-20,1750284849,22845720.843220606,0x7738874ed14baea6971bc955103e63f4661ca331,gabrielhideo,3,3960.558895
2025-05-07,1750284849,22845720.843220606,0x7738874ed14baea6971bc955103e63f4661ca331,gabrielhideo,3,4072.4670128000002
2025-05-12,1750284849,22845720.843220606,0x7738874ed14baea6971bc955103e63f4661ca331,gabrielhideo,3,2358.351996
2025-06-15,1750284849,22845720.843220606,0x7738874ed14baea6971bc955103e63f4661ca331,gabrielhideo,3,448717.5
2025-05-17,1750284849,22845720.843220606,0x7738874ed14baea6971bc955103e63f4661ca331,gabrielhideo,3,2876.8056479999996
2025-06-08,1750284849,22845720.843220606,0x7738874ed14baea6971bc955103e63f4661ca331,gabrielhideo,3,3190775.843525
2025-06-11,1750284849,22845720.843220606,0x7738874ed14baea6971bc955103e63f4661ca331,gabrielhideo,3,2347826.25
2025-04-10,1750284849,22845720.843220606,0x7738874ed14baea6971bc955103e63f4661ca331,gabrielhideo,3,597.815646
